248687610,LaGaucheMaTuer,friends,5778,16276,135,23583,Mon Feb 07 14:33:39 +0000 2011,http://t.co/pZBH2Gtlnn,img/248687610.jpg,Paris
909681,gillesbruno,friends,14434,27572,1027,40717,Sun Mar 11 07:07:23 +0000 2007,https://t.co/w0bTMVkHwE,img/909681.jpg,Paris  France
23818581,VICE,friends,11020,2026971,16622,166632,Wed Mar 11 20:00:38 +0000 2009,https://t.co/AhZRzk2RGe,img/23818581.jpg,
416445575,MutinsPangee,friends,7682,7685,68,6994,Sat Nov 19 18:04:22 +0000 2011,https://t.co/ecbOxruREt,img/416445575.jpg,Paris
26483739,agoravox,friends,6656,15408,670,69746,Wed Mar 25 12:19:39 +0000 2009,http://t.co/X78V6tAXSl,img/26483739.png,Paris
2409607242,Le1hebdo,friends,7993,40724,691,12460,Mon Mar 24 22:00:33 +0000 2014,https://t.co/kzfo60MvZd,img/2409607242.jpg,Paris  France
117810351,WSWS_Updates,friends,24746,39104,946,91125,Fri Feb 26 17:55:18 +0000 2010,http://t.co/rAlFD3tUzB,img/117810351.jpg,
113300666,BelaRuche,friends,5856,55948,452,23261,Thu Feb 11 09:37:10 +0000 2010,http://t.co/BQEbxbNkJD,img/113300666.jpg,Boulogne-Billancourt
200090056,IFRI_,friends,15428,29116,903,25991,Fri Oct 08 12:34:12 +0000 2010,https://t.co/yBfZH0a1Eh,img/200090056.jpg,Paris  France
254502535,islamisationfr,friends,7512,9478,119,13927,Sat Feb 19 12:08:24 +0000 2011,http://t.co/yQAzleYODb,img/254502535.png,Paris
71357892,objectifgard,friends,5866,12775,167,90685,Thu Sep 03 21:00:10 +0000 2009,https://t.co/Z0gewaMuWc,img/71357892.jpg,N?mes  Al?s  Bagnols-sur-C?ze
33863514,PremiereFR,friends,9492,280572,1362,60274,Tue Apr 21 09:59:19 +0000 2009,https://t.co/PixroqLeVH,img/33863514.jpg,Paris
53094878,LaVieHebdo,friends,6926,36186,457,32614,Thu Jul 02 15:34:17 +0000 2009,https://t.co/eqUARbNXqG,img/53094878.jpg,
18024692,TETUmag,friends,20871,65203,804,30135,Wed Dec 10 17:37:26 +0000 2008,https://t.co/8fPX9JOXdk,img/18024692.jpg,Paris  France
66340088,LePelerincom,friends,5759,17525,212,23646,Mon Aug 17 12:14:43 +0000 2009,https://t.co/CseqMXIxVm,img/66340088.jpg,Montrouge
15972264,Dreuz_1fo,friends,7200,21878,204,100400,Sun Aug 24 20:16:31 +0000 2008,http://t.co/F2dOMbYtT6,img/15972264.jpg,Berkeley  CA
