,site,fb,twit,yt_user,yt_url,sc,insta,dm,site_name,id,twit_hyphe,fb_hyphe,fb_final,twit_final,pi_hyphe,li_hyphe
202,https://agglo.tv,agglo.tv,agglotv,,,,,,Agglo.tv,33,agglotv,agglo.tv,agglo.tv,agglotv,,
203,https://alimentation-generale.fr,alimentationgnr,alimentationgnr,alimentationgenerale1,https://www.youtube.com/c/alimentationgenerale1,,,,Alimentation-Generale.fr,48,lmds_fc,alimentationgnr,alimentationgnr,alimentationgnr,,alimentation-generale-plateforme-des-cultures-du-gout
204,https://antipresse.net,antipresse,antipresse_net,,,,,,Antipresse.net,51,antipresse_net,antipresse,antipresse,antipresse_net,,
205,https://aoc.media,analyse.opinion.critique,aoc_media,,,,,,Aoc.media,53,aoc_media,analyse.opinion.critique,analyse.opinion.critique,aoc_media,,
206,https://arcturius.org,michel.arcturius,michelarcturius,passeurs/videos,https://www.youtube.com/user/passeurs/videos,,,,Arcturius.org,56,michelarcturius,michel.arcturius,michel.arcturius,michelarcturius,,
207,https://arretsurinfo.ch,,,,,,,,Arretsurinfo.ch,58,arretsurinfo,arretsurinfo,arretsurinfo,arretsurinfo,,
208,https://attac.org,,,,,,,,Attac.org,63,,,,,,
209,https://basse-chaine.info,,,,,,,,Basse-Chaine.info,75,,,,,,
210,https://biotechinfo.fr,,,,,,,,Biotechinfo.fr,86,,,,,,
211,https://borislelay.com,,,,,,,,Borislelay.com,89,,,,,,
212,https://boucherie-ovalie.org,boucherieovalie,boucherieovalie,boucherieovalie,https://www.youtube.com/user/BoucherieOvalie,,,,Boucherie-Ovalie.org,90,boucherieovalie,boucherieovalie,boucherieovalie,boucherieovalie,,
213,https://bourrasque-info.org,,,,,,,,Bourrasque-Info.org,93,,,,,,
214,https://breizatao.com,,,,,,,,Breizatao.com,96,,,,,,
215,https://buzzly.fr,buzzly.fr,,,,,,,Buzzly.fr,109,,buzzly.fr,buzzly.fr,,,
216,https://cafebabel.com/fr,cafebabelfrance,cafebabel_fr,cafebabel.com_fr,https://www.youtube.com/channel/UCKanXxqYDt3vmz89Ig6RqBg,,,,Cafebabel.com /fr,114,cafebabel_fr,cafebabelfrance,cafebabelfrance,cafebabel_fr,,cafebabel-com
217,https://campus.la-croix.com,lacroixcampus,,,,,,,campus.La-Croix.com,398,,lacroixcampus,lacroixcampus,,,
218,https://ccm.net,,ccmnet,,,,,,Ccm.net,125,ccmnet,ccm.us,ccm.us,ccmnet,,
219,https://charliehebdo.fr,charliehebdoofficiel,charlie_hebdo_,charliehebdo.fr,https://www.youtube.com/channel/UCaxylD_2weUMc95cJIWK9Nw,,,,Charliehebdo.fr,135,charlie_hebdo_,charliehebdoofficiel,charliehebdoofficiel,charlie_hebdo_,,
220,https://chut.media,chutmagazine,chut_magazine,chut.media,https://www.youtube.com/channel/UCG_Xuu-U0HOpYSvWloAHwSQ/featured,,,,Chut.media,140,chut_magazine,chutmagazine,chutmagazine,chut_magazine,,chut-mag
221,https://clara-magazine.fr,,clara_magazine,,,,,,Clara-Magazine.fr,144,clara_magazine,,,clara_magazine,,
222,https://coeursdathletes.fr,,,coeursdathletes.fr,https://www.youtube.com/channel/UCjW0t60bMZ1fJcpD90vAoDQ,,,,Coeursdathletes.fr,148,,,,,,africa-top-sports-christian-person-b554865a
223,https://cric-grenoble.info,,,,,,,,Cric-Grenoble.info,173,,,,,,
224,https://desarmons.net,desarmons2012,desarmons_les,,,,,,Desarmons.net,179,desarmons_les,desarmons2012,desarmons2012,desarmons_les,,
225,https://dieudosphere.com,dieudonneofficiel,mbaladieudo,iamdieudo4,https://www.youtube.com/user/iamdieudo4,,,,Dieudosphere.com,182,mbaladieudo,dieudonneofficiel,dieudonneofficiel,mbaladieudo,,
226,https://dijoncter.info,,,,,,,,Dijoncter.info,185,,,,,,
227,https://dis-leur.fr,disleuroccitanie,dis_leur,,,,,,Dis-Leur.fr,189,dis_leur,disleuroccitanie,disleuroccitanie,dis_leur,,
228,https://disclose.ngo,,,,,,,,Disclose.ngo,192,,,,,,
229,https://docteurimago.fr,docteurimago,docteurimago,,,,,,Docteurimago.fr,194,docteurimago,docteurimago,docteurimago,docteurimago,,
230,https://dystopeek.fr,,,,,,,,Dystopeek.fr,197,chaologue,,,dystopeek,,
231,https://echo-ouest.fr,,,,,,,,Echo-Ouest.fr,202,,,,,,
232,https://el-manchar.com,,,,,,,,El-Manchar.com,211,,,,,,
233,https://epinalinfos.fr,jevoislavieenvosges,vosgesinfo88,epinalinfos.fr,https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA,,,,Epinalinfos.fr,224,vosgesinfo88,epinalinfos,epinalinfos,vosgesinfo88,,
234,https://esprit.presse.fr,revueesprit,revueesprit,esprit.presse.fr,https://www.youtube.com/channel/UCO1Iw3dR5aj3jA6tabsGPOw,,,,Esprit.presse.fr,226,revueesprit,revueesprit,revueesprit,revueesprit,,
235,https://expansive.info,expansive.infos,expansiveinfo,,,,,,Expansive.info,236,expansiveinfo,expansive.infos,expansive.infos,expansiveinfo,,
236,https://fr.aleteia.org,aleteiafr,aleteiafr,aleteiafr,https://www.youtube.com/aleteiafr,,,,fr.Aleteia.org,45,aleteiafr,aleteiafr,aleteiafr,aleteiafr,,
237,https://fr.mediamass.net,,,,,,,,fr.Mediamass.net,688,,,,,,
238,https://fr.novopress.info,,novopress,,,,,,fr.Novopress.info,748,novopress,,,novopress,,
239,https://fr.reuters.com,,,,,,,,fr.Reuters.com,866,,,,,,
240,https://fr.sott.net,les-signes-des-temps,,,,,,,fr.Sott.net,926,sottnetfr,les-signes-des-temps-118351234846124,Les-Signes-des-Temps-118351234846124,sottnetfr,,
241,https://fr.sputniknews.com,,sputnik_fr,fr.sputniknews.com,https://youtube.com/channel/UCqwac9xog45LRWMvufXs3hA,,,,fr.Sputniknews.com,933,sputnik_fr,sputnik.france,sputnik.france,sputnik_fr,,
242,https://fr.yahoo.com,,,,,,,,fr.Yahoo.com,1030,,,,,,
243,https://francais.rt.com,rt-france,rtenfrancais,rtenfrancais,http://www.youtube.com/user/rtenfrancais,,,,francais.Rt.com,885,rtenfrancais,,rt-france,rtenfrancais,,
244,https://friction-magazine.fr,frictionmagazinefr,frictionmagfr,friction-magazine.fr,https://www.youtube.com/channel/UCz4mZaZ5yaLuITBC6WQbxPA,,,,Friction-Magazine.fr,271,frictionmagfr,frictionmagazinefr,frictionmagazinefr,frictionmagfr,,
245,https://frontpopulaire.fr,front-populaire-114128620230242,frontpopoff,,,,,,Frontpopulaire.fr,272,frontpopoff,front-populaire-114128620230242,front-populaire-114128620230242,frontpopoff,,
246,https://gazette-ariegeoise.fr,gazette.ariegeoise,,gazetteariegeoise,https://www.youtube.com/user/GazetteAriegeoise,,,,Gazette-Ariegeoise.fr,281,,gazette.ariegeoise,gazette.ariegeoise,,,
247,https://gerardmerinfo.fr,jevoislavieenvosges,,gerardmerinfo.fr,https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA/,,,,Gerardmerinfo.fr,289,,g%c3%a9rardmerinfofr-283534651677308,GérardmerInfofr-283534651677308,,,
248,https://gijn.org/gijn-en-francais/,,,,,,,,Gijn.org /gijn-en-francais,290,gijnfr,gijnfrancais,gijnfrancais,gijnfr,,global-investigative-journalism-network
249,https://goldnadel.tv,,,,,,,,Goldnadel.tv,293,,,,,,
250,https://grand-format.net,,,,,,,,Grand-Format.net,295,,grandformatnormandie,grandformatnormandie,,,
251,https://groupe-ecomedia.com,groupe.ecomedia,groupeecomedia,,,,,,Groupe-Ecomedia.com,298,groupeecomedia,groupe.ecomedia,groupe.ecomedia,groupeecomedia,,groupe-ecomedia
252,https://hebdo-armor.fr,hebdo.armor,hebdoarmor,,,,,,Hebdo-Armor.fr,314,hebdoarmor,hebdo.armor,hebdo.armor,hebdoarmor,,
253,https://herria.eus,,,,,,,,Herria.eus,318,,,,,,
254,https://hiphopcorner.fr,,,hiphopcorner.fr,https://www.youtube.com/channel/UClqA0EeuMGa0PRW9qA5xxYw,,,,Hiphopcorner.fr,319,hiphopcorner_fr,hiphopcorner.fr,,,,
255,https://hitek.fr,hitekfr,hitekfr,,,,,,Hitek.fr,323,hitekfr,hitekfr,hitekfr,hitekfr,,
256,https://iaata.info,,,,,,,,Iaata.info,334,,,,,,
257,https://impact-s.fr,mediaimpacts,impacts_media,impact-s.fr,https://www.youtube.com/channel/UCYeENx_0199_qGXQaK4G3cg,,,,Impact-S.fr,339,impacts_media,mediaimpacts,mediaimpacts,impacts_media,,
258,https://iparraldekohitza.eus,,,iparraldekohitza.eus,https://www.youtube.com/channel/UCKKv6nryFiCiqkU1mGHMwVw,,,,Iparraldekohitza.eus,364,iehkohitza,ipareuskalherrikohitza,ipareuskalherrikohitza,iehkohitza,,
259,https://islamisation.fr,observatoire-de-lislamisation,islamisationfr,,,,,,Islamisation.fr,368,islamisationfr,,observatoire-de-lislamisation,islamisationfr,,
260,https://issues.fr,,issuesfr,issues.fr,https://www.youtube.com/channel/UC4x-eidKaYD_Fikp2iIAX1A,,,,Issues.fr,369,issuesfr,issuesmedia,issuesmedia,issuesfr,,
261,https://jeune-nation.com,jeunenationinfos,jeunenation,jeune-nation.com,https://www.youtube.com/channel/UCQ3Hc1Jief2ZiLSYfEeIiVA,,,,Jeune-Nation.com,374,yvan_benedetti,jeunenationinfos,jeunenationinfos,jeunenation,,
262,https://kaizen-magazine.com,kaizenmagazine,kaizenmag,kaizen-magazine.com,https://www.youtube.com/channel/UCytwyNChE0Rz3ispq8QNVxw/videos,,,,Kaizen-Magazine.com,387,kaizenmag,kaizenmagazine,kaizenmagazine,kaizenmag,,kaizen-explorateur-de-solutions-ecologiques-et-sociales
263,https://komodo.tv,komodowebtv,komodo_tv,,,,,,Komodo.tv,391,komodo_tv,komodowebtv,komodowebtv,komodo_tv,,
264,https://korben.info,manueldorne,korben,korben00,https://www.youtube.com/user/korben00,,,,Korben.info,394,korben,manueldorne,manueldorne,korben,,
265,https://la-bas.org,labassijysuis,labasofficiel,,,,,,La-Bas.org,396,labasofficiel,labassijysuis,labassijysuis,labasofficiel,,
266,https://la-chronique-agora.com,lachroniqueagora,lcagora,,,,,,La-Chronique-Agora.com,397,lcagora,lachroniqueagora,lachroniqueagora,lcagora,,
267,https://labogue.info,,,,,,,,Labogue.info,404,,,,,,
268,https://labrique.net,,,,,,,,Labrique.net,405,,,,,,
269,https://lagedefaire-lejournal.fr,,,,,,,,Lagedefaire-Lejournal.fr,420,lagedefaire,lagedefairelejournal,lagedefairelejournal,lagedefaire,,
270,https://laicites.info,laicites,laicitesinfo,,,,,,Laicites.info,421,laicitesinfo,laicites,laicites,laicitesinfo,,la%c3%afcites-presse
271,https://lapieuvredumidi.com,,,,,,,,Lapieuvredumidi.com,441,,,,,,
272,https://laplainedesvosgesinfo.fr,jevoislavieenvosges,vosgesinfo88,laplainedesvosgesinfo.fr,https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA,,,,Laplainedesvosgesinfo.fr,442,vosgesinfo88,laplainedesvosges,laplainedesvosges,vosgesinfo88,,
273,https://lareclame.fr,lareclame.fr,lareclame,,,,,,Lareclame.fr,450,lareclame,lareclame.fr,lareclame.fr,lareclame,,
274,https://lareleveetlapeste.fr,lareleveetlapeste,larelevelapeste,,,,,,Lareleveetlapeste.fr,451,larelevelapeste,lareleveetlapeste,lareleveetlapeste,larelevelapeste,,
275,https://larotative.info,,,,,,,,Larotative.info,458,,,,,,
276,https://lasetmana.fr,,,,,,,,Lasetmana.fr,469,,,,,,
277,https://le-drone.com,ledrone,thedronedotcom,thedronewebsite,https://www.youtube.com/user/theDRONEwebsite,,,,Le-Drone.com,488,thedronedotcom,ledrone,ledrone,thedronedotcom,,
278,https://le1hebdo.fr,le1hebdo,le1hebdo,,,,,,Le1hebdo.fr,494,le1hebdo,le1hebdo,le1hebdo,le1hebdo,,
279,https://leblogalupus.com,100000275776102,leblogalupus,,,,,,Leblogalupus.com,496,leblogalupus,100000275776102,lupus.lameute,leblogalupus,,
280,https://leco.playbacpresse.fr,,,,,,,,leco.Playbacpresse.fr,796,,,,,,
281,https://ledesk.ma,ledesk.ma,ledesk_ma,,,,,,Ledesk.ma,515,ledesk_ma,ledesk.ma,ledesk.ma,ledesk_ma,,
282,https://ledoc-info.com,ledocinfo,ledoc34,,,,,,Ledoc-Info.com,517,ledoc34,ledocinfo,ledocinfo,ledoc34,,ledoc
283,https://lejournaldeleco.fr,,,,,,,,Lejournaldeleco.fr,532,,,,,,
284,https://lejournaldusiecle.com,,,,,,,,Lejournaldusiecle.com,540,,,,,,
285,https://lemediapresse.fr,,,lemediapresse.fr,https://www.youtube.com/channel/UCT67YOMntJxfRnO_9bXDpvw,,,,Lemediapresse.fr,546,jeromelambert16,lemediaofficiel,lemediaofficiel,jeromelambert16,,
286,https://lepetitquotidien.playbacpresse.fr,,,,,,,,lepetitquotidien.Playbacpresse.fr,797,,,,,,
287,https://lepoing.net,lepoinginfo,lepoinginfo,,,,,,Lepoing.net,571,lepoinginfo,lepoinginfo,lepoinginfo,lepoinginfo,,
288,https://lepressoir-info.org,,,,,,,,Lepressoir-Info.org,576,,,,,,
289,https://lequatreheures.com,,,,,,,,Lequatreheures.com,578,lequatreh,lequatreheures,lequatreheures,lequatreh,,
290,https://lesakerfrancophone.fr,,,lesakerfrancophone.fr,https://www.youtube.com/channel/UCAR5RuPpdE9FAJTwnhfEnUw,,,,Lesakerfrancophone.fr,593,,le-saker-francophone-2273992059548024,le-saker-francophone-2273992059548024,,,
291,https://lesautrespossibles.fr,lemapnantes,autrespossibles,,,,,,Lesautrespossibles.fr,596,autrespossibles,lemapnantes,lemapnantes,autrespossibles,,
292,https://lesavoirperdudesanciens.com,lesavoirperdudesanciens,,,,,,,Lesavoirperdudesanciens.com,597,,lesavoirperdudesanciens,lesavoirperdudesanciens,,,
293,https://lesbrindherbes.org,,,,,,,,Lesbrindherbes.org,598,,,,,,
294,https://leseconoclastes.fr,leseconoclastes,fileconoclastes,,,,,,Leseconoclastes.fr,602,fileconoclastes,leseconoclastes,leseconoclastes,fileconoclastes,,
295,https://lesjours.fr,lesjoursfr,lesjoursfr,lesjours.fr,https://www.youtube.com/channel/UC1_4I-XQJL0NqfxOTvU5_JA,,,,Lesjours.fr,604,lesjoursfr,lesjoursfr,lesjoursfr,lesjoursfr,,les-jours
296,https://lesmoutonsenrages.fr,,,lesmoutonsenrages.fr,https://www.youtube.com/channel/UCmmABR5AlyLaQSINGa0Pz5Q,,,,Lesmoutonsenrages.fr,605,,,,,,
297,https://lesmoutonsrebelles.com,,,,,,,,Lesmoutonsrebelles.com,606,,,,,,
298,https://lesobservateurs.ch,,,,,,,,Lesobservateurs.ch,609,observateursch,lesobservateurs.ch,lesobservateurs.ch,observateursch,,
299,https://limportant.fr,limportant.fr,,,,,,,Limportant.fr,636,limportant_fr,limportant.fr,limportant.fr,limportant_fr,,
300,https://lopinion.com,lopinion-ind%c3%a9pendante,***,,,,,,Lopinion.com,648,,,lopinionIndependante,lopinion_fr,,
301,https://lundi.am,lundimat1,lundimat1,lundi.am,https://www.youtube.com/channel/UC2wrXSZMid7OiCVwCfVpHiA,,,,Lundi.am,653,lundimat1,lundimat1,lundimat1,lundimat1,,
302,https://lvsl.fr,lvslmedia,lvslmedia,lvsl.fr,https://www.youtube.com/channel/UCNsyUg9n7TB365g4n13UOIg,,,,Lvsl.fr,660,lvslmedia,lvslmedia,lvslmedia,lvslmedia,,
303,https://lyon.citycrunch.fr,,,,,,,,lyon.Citycrunch.fr,143,lyoncitycrunch,lyon.citycrunch,lyon.citycrunch,lyoncitycrunch,,
304,https://lyon.familycrunch.fr,,,,,,,,lyon.Familycrunch.fr,250,lyonfamily,lyon.familycrunch,lyon.familycrunch,lyonfamily,,
305,https://madeinmarseille.net,,,,,,,,Madeinmarseille.net,666,mademarseille,mademarseillenet,mademarseillenet,mademarseille,,made-in-marseille
306,https://madeinperpignan.com,madeinperpignan,madeinperpi,,,,,,Madeinperpignan.com,667,madeinperpi,madeinperpignan,madeinperpignan,madeinperpi,,
307,https://maitre-eolas.fr,,judge_marie,epenser1,https://www.youtube.com/user/epenser1,,,,Maitre-Eolas.fr,672,mlp_officiel,,,Maitre_Eolas,,
308,https://manif-est.info,,,,,,,,Manif-Est.info,676,,,,,,
309,https://mars-infos.org,,,,,,,,Mars-Infos.org,682,,,,,,
310,https://marsactu.fr,,marsactu,,,,,,Marsactu.fr,683,marsactu,marsactu,marsactu,marsactu,,marsactu
311,https://medialibre.info,,,,,,,,Medialibre.info,687,,,,,,
312,https://mediaslibres.org,,,,,,,,Mediaslibres.org,691,,,,,,
313,https://medor.coop,medormag,medor_mag,,,,,,Medor.coop,693,medor_mag,medormag,medormag,medor_mag,,
314,https://melenchon.fr,jlmelenchon,jlmelenchon,placeaupeuple,https://www.youtube.com/user/PlaceauPeuple,,,,Melenchon.fr,694,jlmelenchon,jlmelenchon,jlmelenchon,jlmelenchon,,jlmelenchon
315,https://menace-theoriste.fr,menace.theoriste,tronchebiais,troncheenbiais,https://www.youtube.com/user/TroncheEnBiais,,,,Menace-Theoriste.fr,697,tronchebiais,thetroncheenbiais,menace.theoriste,tronchebiais,,
316,https://meta.tv,metatv.org,metatvfrance,meta.tv,https://www.youtube.com/channel/UCrCigIUvNqn_HNpzjeHR-Mw,,,,Meta.tv,700,metatvfrance,metatv.org,metatv.org,metatvfrance,,
317,https://michelonfray.com,,,,,,,,Michelonfray.com,702,,,michelonfray,,,
318,https://mondafrique.com,mondafrique,mondafrique,,,,,,Mondafrique.com,709,mondafrique,mondafrique,mondafrique,mondafrique,,
319,https://mrmondialisation.org,m.mondialisation,mondi_alisation,mrmondialisation,https://www.youtube.com/user/MrMondialisation,,,,Mrmondialisation.org,717,mondi_alisation,m.mondialisation,m.mondialisation,mondi_alisation,,
320,https://nordpresse.be,,nordpresse,,,,,,Nordpresse.be,736,nordpresse,nordpressed,nordpressed,nordpresse,,
321,https://objectif-languedoc-roussillon.latribune.fr,objectif-languedoc-roussillon,latribunemtp,,,,,,objectif-languedoc-roussillon.Latribune.fr,472,latribunemtp,,,latribunemtp,,latribunemontpellier
322,https://oip.org,oipsf,oip_sectionfr,,,,,,Oip.org,758,oip_sectionfr,oipsf,oipsf,oip_sectionfr,,
323,https://orientxxi.info,médias-indépendants-sur-le-monde-arabe-إعلام-مستقل-من-العالم-العربي-302765110063105,orientxxi,orientxxi.info,https://www.youtube.com/channel/UCldDz3L_CjjsVUghgtmd-AQ/featured,,,,Orientxxi.info,765,orientxxi,orientxxi,orientxxi,orientxxi,,
324,https://paris-luttes.info,,,,,,,,Paris-Luttes.info,774,,,,,,
325,https://poivron.org,,,,,,,,Poivron.org,801,,,,,,
326,https://polony.tv,,,,,,,,Polony.tv,806,,,,,,
327,https://portail.centrefrance.com,,,,,,,,portail.Centrefrance.com,127,,,,,,
328,https://positivr.fr,positivr.fr,thepositivr,thepositivr,https://www.youtube.com/user/thepositivr,,,,Positivr.fr,807,thepositivr,positivr.fr,positivr.fr,thepositivr,,positivr-in
329,https://present.fr,,journalpresent,,,,,,Present.fr,811,journalpresent,,,journalpresent,,
330,https://pressegalactique.com,,,,,,,,Pressegalactique.com,816,,,,,,
331,https://professeur-joyeux.com,prjoyeux,prjoyeux,prhenrijoyeux,https://www.youtube.com/user/PrHenriJoyeux,,,,Professeur-Joyeux.com,818,prjoyeux,prjoyeux,prjoyeux,prjoyeux,,famillessanteprevention
332,https://projetutopia.info,,,,,,,,Projetutopia.info,822,,,,,,
333,https://qg.media,quartiergeneralmedia,libreqg,qg.media,https://www.youtube.com/channel/UCCDPdHuBGfjMxlM3xZANgGQ,,,,Qg.media,828,libreqg,quartiergeneralmedia,quartiergeneralmedia,libreqg,,
334,https://quoidansmonassiette.fr,,,,,,,,Quoidansmonassiette.fr,831,t_fiolet,,,t_fiolet,,thibault-fiolet
335,https://radioparleur.net,radioparleur,radioparleur,radioparleur.net,https://www.youtube.com/channel/UCxjM6SLm5DoZKEQXoj3YvOA,,,,Radioparleur.net,838,radioparleur,radioparleur,radioparleur,radioparleur,,
336,https://rapportsdeforce.fr,rapports2force,rapportsdeforce,,,,,,Rapportsdeforce.fr,840,rapportsdeforce,rapports2force,rapports2force,rapportsdeforce,,
337,https://rcf.fr,,mgrgiraud,,,,,,Rcf.fr,842,radiorcf,,,radiorcf,,
338,https://rebellyon.info,,,,,,,,Rebellyon.info,845,,,,,,
339,https://reflets.info,,,,,,,,Reflets.info,846,,,,,,
340,https://reimsmediaslibres.info,,,,,,,,Reimsmediaslibres.info,850,,,,,,
341,https://reinformation.tv,,,,,,,,Reinformation.tv,851,reinformationtv,,,reinformationtv,,
342,https://renaissancelochoise.com,,,,,,,,Renaissancelochoise.com,853,,,,,,
343,https://renverse.co,,,,,,,,Renverse.co,854,,,,,,
344,https://reporterre.net,reporterrequotidiendelecologie,reporterre,reporterre.net,https://www.youtube.com/channel/UCDn6zvBZNEWUv44xjgELicA,,,,Reporterre.net,858,reporterre,reporterrequotidiendelecologie,reporterrequotidiendelecologie,reporterre,,reporterre
345,https://reseauinternational.net,109824699195267,reseau_internat,reseauinternational.net,https://www.youtube.com/channel/UCqM2KCivU8WXj1_FWqoxlDg,,,,Reseauinternational.net,860,reseau_internat,109824699195267,reseauinternational,reseau_internat,,
346,https://reseaumutu.info,,,,,,,,Reseaumutu.info,861,,,,,,
347,https://revolutionvibratoire.fr,,revolvibratoire,revolutionvibratoire.fr,https://www.youtube.com/channel/UC_Bi0PTuGgOAxljcwqC8cWQ,,,,Revolutionvibratoire.fr,868,revolvibratoire,herve.gaia.999,herve.gaia.999,revolvibratoire,,
348,https://revuefiduciaire.grouperf.com,groupe-revue-fiduciaire,grouperf,,,,,,revuefiduciaire.Grouperf.com,299,grouperf,,groupe-revue-fiduciaire,grouperf,,groupe-revue-fiduciaire
349,https://revuelimite.fr,,,,,,,,Revuelimite.fr,874,,,,,,
350,https://rezo.net,,,,,,,,Rezo.net,876,,,,,,
351,https://rhonealpesinfo.fr,siterhonealpesinfo,"7,2469708189039E+017",,,,,,Rhonealpesinfo.fr,878,"7,2469708189039E+017",siterhonealpesinfo,siterhonealpesinfo,rhonealpesinfo1,,
352,https://ripostelaique.com,,,,,,,,Ripostelaique.com,879,,,,,,
353,https://rsf.org,,rsf_net,rsfinternet,https://www.youtube.com/user/RSFinternet,,,,Rsf.org,884,rsf_europe,reporterssansfrontieres,reporterssansfrontieres,rsf_europe,,reporters-without-borders
354,https://rue89bordeaux.com,rue89bordeaux,rue89bordeaux,,,,,,Rue89bordeaux.com,890,rue89bordeaux,rue89bordeaux,rue89bordeaux,rue89bordeaux,,
355,https://saintdieinfo.fr,jevoislavieenvosges,vosgesinfo88,saintdieinfo.fr,https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA,,,,Saintdieinfo.fr,896,vosgesinfo88,saintdieinfofr,saintdieinfofr,vosgesinfo88,,
356,https://sciencepost.fr,sciencepost.fr,,,,,,,Sciencepost.fr,911,,sciencepost.fr,sciencepost.fr,,,
357,https://semaineduminervois.com,la-semaine-du-minervois-959101670959470,sduminervois,,,,,,Semaineduminervois.com,915,sduminervois,la-semaine-du-minervois-959101670959470,la-semaine-du-minervois-959101670959470,sduminervois,,
358,https://signauxfaibles.co,,signaux_faibles,,,,,,Signauxfaibles.co,918,signaux_faibles,signauxfaibles,signauxfaibles,signaux_faibles,,
359,https://stopmensonges.com,ici9maintenant,stopmensonges,stopmensonges.com,https://www.youtube.com/channel/UCHy8kwF57Kh-YflbJ0WsMoA,,,,Stopmensonges.com,934,,,stopmensongesofficiel,stopmensonges,,
360,https://taranis.news,taranisnews,taranisnews,taranisnews,http://www.youtube.com/taranisnews,,,,Taranis.news,944,taranisnews,taranisnews,taranisnews,taranisnews,,
361,https://tariqramadan.com,official.tariqramadan,tariqramadan,,,,,,Tariqramadan.com,945,tariqramadan,official.tariqramadan,official.tariqramadan,tariqramadan,,
362,https://telebocal.org,,,,,,,,Telebocal.org,949,,,,,,
363,https://tellementsoif.tv,,,,,,,,Tellementsoif.tv,956,,,,,,
364,https://tetu.com,tetumag,tetumag,tetu.com,https://www.youtube.com/channel/UCVilnWqy31hN6Dz9VWeqt1A,,,,Tetu.com,965,,,tetumag,tetumag,,
365,https://theconversation.com/fr,theconversationfrance,fr_conversation,,,,,,Theconversation.com /fr,967,fr_conversation,theconversationfrance,theconversationfrance,fr_conversation,,
366,https://tribunedelyon.fr,tribunedelyon,tribunedelyon,,,,,,Tribunedelyon.fr,984,tribunedelyon,tribunedelyon,tribunedelyon,tribunedelyon,,
367,https://trustmyscience.com,trustmyscience,trustmyscience,trustmyscience,https://www.youtube.com/trustmyscience,,,,Trustmyscience.com,985,trustmyscience,trustmyscience,trustmyscience,trustmyscience,,
368,https://tv-programme.com,,,,,,,,Tv-Programme.com,988,,,,,,
369,https://usbeketrica.com,,,,,,,,Usbeketrica.com,1000,usbeketrica,usbeketrica,usbeketrica,usbeketrica,,usbek-et-rica
370,https://varazur-tv.fr,,,,,,,,Varazur-Tv.fr,1004,varazur_,varazurtv,varazurtv,varazur_,,
371,https://viaoccitanie.tv,viaoccitanie,viaoccitanietv,,,,,,Viaoccitanie.tv,1007,viaoccitanietv,viaoccitanie,viaoccitanie,viaoccitanietv,,
372,https://vsd.fr,vsdmag,vsdmag,,,,,,Vsd.fr,1019,vsdmag,vsdmag,vsdmag,vsdmag,,
373,https://wanted-pedo.com,,,,,,,,Wanted-Pedo.com,1021,,,,,,
374,https://wikiagri.fr,,,,,,,,Wikiagri.fr,1026,,,,,,
375,https://www.01net.com,01net,01net,,,,,,01net.com,4,01net,01net,01net,01net,,
376,https://www.18dumois.info,le18edumois,le18edumois,,,,,,18dumois.info,5,le18edumois,le18edumois,le18edumois,le18edumois,,
377,https://www.1jour1actu.com,1jour1actu,1jour1actu,,,,,,1jour1actu.com,1,1jour1actu,1jour1actu,1jour1actu,1jour1actu,milanecoles,
378,https://www.20min.ch/ro/,,,,,,,,20min.ch /ro,3,,,,,,
379,https://www.20minutes.fr/,20minutes,20minutes,20minutes.fr,https://www.youtube.com/channel/UCD25QI36ly-8hWm9OPOz7aw,,,,20minutes.fr,,,,20minutes,20minutes,,
380,https://www.24heures.ch,24heures.ch,24heuresch,24heures.ch,https://www.youtube.com/channel/UCM_qQbU6ZHF4a50i5QhGqiQ,,,,24heures.ch,8,24heuresch,24heures.ch,24heures.ch,24heuresch,,24-heures
381,https://www.24matins.fr,,24matins,,,,,,24matins.fr,7,24matins,,,24matins,,
382,https://www.360m2.fr,,,,,,,,360m2.fr,11,,,,,,
383,https://www.37degres-mag.fr,37degresmag,37degresmag,,,,,,37degres-Mag.fr,12,37degresmag,37degresmag,37degresmag,37degresmag,,
384,https://www.4emesinge.com,,,,,,,,4emesinge.com,14,,,,,,
385,https://www.60millions-mag.com,60millionsdeconsommateurs,60millions,,,,,,60millions-Mag.com,15,60millions,60millionsdeconsommateurs,60millionsdeconsommateurs,60millions,,
386,https://www.6play.fr,6play,6play,,,,,,6play.fr,16,6play,6play,6play,6play,,
387,https://www.6play.fr/m6,6play,6play,,,,,,6play.fr /m6,17,6play,6play,6play,6play,,
388,https://www.acrimed.org,acrimed-action-critique-m%c3%a9dias,acrimed_info,,,,,,Acrimed.org,21,acrimed_info,,,acrimed_info,,
389,https://www.acteurspublics.com,acteurspublics,acteurspublics,,,,,,Acteurspublics.com,22,,,,acteurspublics,,
390,https://www.acteurspublics.fr,acteurspublics,acteurspublics,,,,,,Acteurspublics.fr,23,acteurspublics,acteurspublics,acteurspublics,acteurspublics,,acteurspublics
