orig_url,site_name
https://www.hebdi.com/,hebdi.com
http://www.rue89strasbourg.com,rue89strasbourg.com
https://www.revue-farouest.fr/,revue-farouest.fr
http://www.aqui.fr,aqui.fr
http://presselib.com/,presselib.com
http://www.nextinpact.com,nextinpact.com
http://rue89bordeaux.com/,rue89bordeaux.com
http://www.bobonnemagazine.com,bobonnemagazine.com
https://parislightsup.com,parislightsup.com
https://parisderriere.fr,parisderriere.fr
https://çameditsport.com/,çameditsport.com
https://www.contrepoints.org,contrepoints.org
https://www.lepoulpe.info/,lepoulpe.info
http://parlonsinfo.fr,parlonsinfo.fr
http://www.acteursdufrancoallemand.com/,acteursdufrancoallemand.com
https://leshorizons.net/,leshorizons.net
https://marcelle.media/,marcelle.media
https://www.lesinfosdupaysgallo.com/,lesinfosdupaysgallo.com
https://www.novastan.org/fr/,novastan.org
https://lemediapresse.fr,lemediapresse.fr
https://librinfo74.fr/,librinfo74.fr
https://lesglorieuses.fr/,lesglorieuses.fr
https://vert.la,vert.la
http://www.larrierecour.fr/,larrierecour.fr
http://le-crestois.fr/,le-crestois.fr
https://sans-filtre.fr/,sans-filtre.fr
https://www.forestopic.com,forestopic.com
https://tremolo-mag.com,tremolo-mag.com
https://www.chretiens.info/,chretiens.info
https://lescathos.com,lescathos.com
https://youmatter.world/fr,youmatter.world
https://podmust.com,podmust.com
https://urbania.fr/,urbania.fr
https://asiepacifique.fr/,asiepacifique.fr
http://linsatiable.org/,linsatiable.org
https://www.corsenetinfos.corsica/,corsenetinfos.corsica
https://www.tipandshaft.com/,tipandshaft.com
https://revusetcorriges.com/,revusetcorriges.com
https://www.generationphd.com/,generationphd.com
https://www.tchika.fr/,tchika.fr
http://www.jaipiscineavecsimone.com/,jaipiscineavecsimone.com
http://valgirardin.fr/,valgirardin.fr
https://www.impact-s.fr/,impact-s.fr
http://lesintelloes.com/,lesintelloes.com
https://demain-vendee.fr/,demain-vendee.fr
http://osonscauser.com/,osonscauser.com
http://lalettredumusicien.fr/,lalettredumusicien.fr
http://www.mediacoop.fr/,mediacoop.fr
http://www.zoomdici.fr,zoomdici.fr
http://www.info-chalon.com/,info-chalon.com
http://www.magcentre.fr/,magcentre.fr
http://www.factuel.info,factuel.info
http://www.macommune.info/,macommune.info
https://helloparisnewyork.com/,helloparisnewyork.com
https://www.agricity.fr/,agricity.fr
http://www.n3d.eu/,n3d.eu
http://www.opinion-internationale.com/,opinion-internationale.com
http://dechets-infos.com/,dechets-infos.com
http://www.design-fax.com/,design-fax.com
http://www.sans-a.org/,sans-a.org
http://www.croyancesetvilles.fr/,croyancesetvilles.fr
http://laicites.info/,laicites.info
http://www.media-pi.org/,media-pi.org
https://www.ernestmag.fr/,ernestmag.fr
http://www.horizondurable.info/,horizondurable.info
https://www.ekopo.fr/,ekopo.fr
https://beaview.fr/,beaview.fr
https://www.loopsider.com/fr/,loopsider.com
https://www.lescroissants.fr/,lescroissants.fr
https://culturebd.com/,culturebd.com
https://www.lesclesdudigital.fr/,lesclesdudigital.fr
http://jobsferic.fr/,jobsferic.fr
http://www.94.citoyens.com,94.citoyens.com
http://www.cogiterra.fr/,cogiterra.fr
http://www.indigo-net.com/,indigo-net.com
http://www.arretsurimages.net,arretsurimages.net
http://www.artshebdomedias.com/,artshebdomedias.com
http://www.autoactu.com,autoactu.com
http://www.courrierdesbalkans.fr/,courrierdesbalkans.fr
http://www.bastamag.net/,bastamag.net
http://www.bruxelles2.eu,bruxelles2.eu
http://www.cafebabel.com,cafebabel.com
http://www.causeur.fr,causeur.fr
http://www.contexte.com,contexte.com
http://www.essonneinfo.fr,essonneinfo.fr
http://www.gerantdesarl.com,gerantdesarl.com
http://www.greenunivers.com,greenunivers.com
http://www.habitat-collectivites-locales.info/,habitat-collectivites-locales.info
http://www.labourseetlavie.com,labourseetlavie.com
http://www.latelelibre.fr,latelelibre.fr
http://www.latribunedelart.com,latribunedelart.com
http://www.lefilfrancorusse.fr,lefilfrancorusse.fr
http://www.lesnouvellesnews.fr,lesnouvellesnews.fr
http://www.mediapart.fr,mediapart.fr
http://www.miroirsocial.com,miroirsocial.com
http://www.moto-net.com,moto-net.com
http://www.news-assurances.com,news-assurances.com
http://www.pagedeslibraires.fr,pagedeslibraires.fr
http://www.planetlabor.com,planetlabor.com
http://www.polkalive.com,polkalive.com
http://www.quechoisir.org,quechoisir.org
http://www.reflets.info,reflets.info
http://www.satellifax.com,satellifax.com
http://www.streetpress.com,streetpress.com
http://temoignagechretien.fr/,temoignagechretien.fr
http://www.touteduc.fr,touteduc.fr
http://www.toutelaculture.com,toutelaculture.com
http://www.worldcrunch.com,worldcrunch.com
http://www.reporterre.net/,reporterre.net
http://www.mobilettre.com/,mobilettre.com
http://artsixmic.fr,artsixmic.fr
http://alimentation-generale.fr/,alimentation-generale.fr
http://brief.me/,brief.me
http://www.voxeurop.eu/fr,voxeurop.eu
http://www.lejournalminimal.fr/,lejournalminimal.fr
https://www.disclose.media/fr/,disclose.media
